,도서명,저자,출판사,ISBN,주제분류번호,등록일자,이미지주소
3586,데이터 분석과 인공지능 활용:사회 ,"데이터분석과인공지능활용편찬위원회,박소현,백수진,서응교,신윤희,정복문,정혜진 편",Nosvos(노스보스),9788970927527,004.73,2021-04-26,http://image.kyobobook.co.kr/images/book/large/527/l9788970927527.jpg
3587,데이터 분석과 인공지능 활용:인문 ,"데이터분석과인공지능활용편찬위원회,박소현,백수진,서응교,신윤희,정복문,정혜진 편",Nosvos(노스보스),9788970927510,004.73,2021-04-26,http://image.kyobobook.co.kr/images/book/large/510/l9788970927510.jpg
3588,파이썬으로 배우는 포트폴리오 =portfolio with python ,곽승주 지음,길벗,9791165214869,005.133,2021-04-26,http://image.kyobobook.co.kr/images/book/large/869/l9791165214869.jpg
3589,"라이노 7.0 :시크릿노트 =Rhino 7.0 for architects, secret note ",한기준 저,대가,9788962852721,004.76,2021-04-26,http://image.kyobobook.co.kr/images/book/large/721/l9788962852721.jpg
3590,(파이썬과 OpenCV로 실습하며 배우는) 영상처리 =Image processing using python and opencv ,저자: 김성영,카오스북,9791187486220,004.77,2021-04-26,http://image.kyobobook.co.kr/images/book/large/220/l9791187486220.jpg
3591,"빅데이터 분석 첫걸음 :엑셀, 래피드마이너 활용 ","김효정,한무명초,조현숙 지음",카오스북,9791187486374,005.76,2021-04-26,http://image.kyobobook.co.kr/images/book/large/374/l9791187486374.jpg
3592,파이썬으로 객체지향 프로그래밍 =python object-oriented programming ,성백균 지음,홍릉(홍릉과학출판사),9791156008415,005.13,2021-04-26,http://image.kyobobook.co.kr/images/book/large/415/l9791156008415.jpg
3593,(초보 개발자를 위한) 소프트웨어 프로젝트 개발 =Software project development ,황만수 지음,한티미디어,9788964214152,005.12,2021-04-26,http://image.kyobobook.co.kr/images/book/large/152/l9788964214152.jpg
3594,컴퓨터 활용 2020 제대로 배우기 :한글 2020 엑셀 2019 파워포인트 2019 ,"김성호,홍석미,정경용 지음",생능출판(생능출판사),9788970504834,005.5,2021-04-26,http://image.kyobobook.co.kr/images/book/large/834/l9788970504834.jpg
3595,한번에 이해되는 자바 프로그래밍 =How to understand Java programming at a glance ,"임좌상,조용주 공저",Infinitybooks(인피니티북스),9791185578774,005.13,2021-04-26,http://image.kyobobook.co.kr/images/book/large/774/l9791185578774.jpg
3596,파이썬을 이용한 통계적 머신러닝 ,박유성 지음,자유아카데미,9791158083038,004.73,2021-04-26,http://image.kyobobook.co.kr/images/book/large/038/l9791158083038.jpg
3597,컴퓨터 활용능력 지침서 Excel 2016 :대학생 취준생 직장인을 위한 자격증부터 업무활용까지! ,"김의정,이해인 지음",공감북스,9791186898628,005.53,2021-04-26,http://image.kyobobook.co.kr/images/book/large/628/l9791186898628.jpg
3598,컴퓨터 활용능력 지침서 Power point 2016 :대학생 취준생 직장인을 위한 자격증부터 업무활용까지! ,"김의정,이해인 지음",공감북스,9791186898635,005.55,2021-04-26,http://image.kyobobook.co.kr/images/book/large/635/l9791186898635.jpg
3599,프리미어 프로 & 애프터 이펙트 CC 2021 무작정 따라하기 ,"신의철,이현석,김나현 지음",길벗,9791165214739,005.567,2021-04-26,http://image.kyobobook.co.kr/images/book/large/739/l9791165214739.jpg
3600,HTML5 중심의 CSS3와 자바스크립트 ,박경배 지음,21세기사,9788984689053,005.118,2021-04-26,http://image.kyobobook.co.kr/images/book/large/053/l9788984689053.jpg
3601,파이썬으로 코딩하는 물리 ,송오영 지음,21세기사,9788984686373,005.133,2021-04-26,http://image.kyobobook.co.kr/images/book/large/373/l9788984686373.jpg
3602,(10년차 디자이너에게 1:1로 배우는) 모션 그래픽 & 영상 디자인 강의 :with 애프터 이펙트 ,장유민 지음,한빛미디어,9791162243992,004.76,2021-04-26,http://image.kyobobook.co.kr/images/book/large/992/l9791162243992.jpg
3603,C언어 일취월장 :나날이 발전하는 프로그래밍 실력 ,신윤환 지음,한빛아카데미,9791156645313,005.13,2021-04-26,http://image.kyobobook.co.kr/images/book/large/313/l9791156645313.jpg
3604,오픈소스 하드웨어 플랫폼 ,손석원 지음,홍릉,9791156008422,004.15,2021-04-26,http://image.kyobobook.co.kr/images/book/large/422/l9791156008422.jpg
3605,(쓱 하고 싹 배우는) 파워포인트 2016 ,저자: 김영미,Youngjin.com(영진닷컴),9788931463453,005.55,2021-04-26,http://image.kyobobook.co.kr/images/book/large/453/l9788931463453.jpg
3606,코딩과 스토리텔링 =Coding and storytelling :파이썬 기반 기초 코딩 ,"백성욱,오범수 지음",생능출판(생능출판사),9788970504384,005.133,2021-04-26,http://image.kyobobook.co.kr/images/book/large/384/l9788970504384.jpg
3607,개념이 보이는 네트워크 기초 ,강효성 지음,루비페이퍼,9791186710616,004.57,2021-04-26,http://image.kyobobook.co.kr/images/book/large/616/l9791186710616.jpg
3608,프리미어 프로 CC 2021 무작정 따라하기 ,"이현석,김나현 지음",길벗,9791165214746,005.57,2021-04-26,http://image.kyobobook.co.kr/images/book/large/746/l9791165214746.jpg
3609,리눅스 커널 소스 해설:소스 실행 분석기 ,정재준 지음,커널연구회,9788997750153,005.43,2021-04-09,http://image.kyobobook.co.kr/images/book/large/153/l9788997750153.jpg
3610,(세상에서 제일) 친절한 엑셀 :매크로&VBA ,박재영 지음,한빛미디어,9791162242537,005.53,2021-04-09,http://image.kyobobook.co.kr/images/book/large/537/l9791162242537.jpg
3611,"유튜브, 성공했다 망했습니다 :골드 버튼부터 계정 해지까지 ",김은선 지음,길벗,9791165214418,004.59,2021-04-08,http://image.kyobobook.co.kr/images/book/large/418/l9791165214418.jpg
3612,프로그래밍 언어론 :원리와 실제 ,창병모 지음,Infinitybooks(인피니티북스),9791185578729,005.13,2021-04-08,http://image.kyobobook.co.kr/images/book/large/729/l9791185578729.jpg
3613,(유니티를 몰라도 만들 수 있는) 유니티 2D 게임 제작 ,"저자: 모리 요시나오 ;역자: 김은철,유세라",Youngjin.com(영진닷컴),9788931463408,005.11,2021-04-08,http://image.kyobobook.co.kr/images/book/large/408/l9788931463408.jpg
3614,(가장 쉬운) 동영상 편집 :프리미어 프로로 만들어 돈벌기 ,"박영진,김효창 지음",정보문화사,9788956749020,005.567,2021-04-08,http://image.kyobobook.co.kr/images/book/large/020/l9788956749020.jpg
3615,빅데이터 분석 R 프로그래밍으로 시작하기 :제대로 알려주는 빅데이터 분석의 첫 걸음 ,"김민지,임호진 지음",BM성안당,9788931556780,005.76,2021-04-08,http://image.kyobobook.co.kr/images/book/large/780/l9788931556780.jpg
3616,"(화상수업, 강연에 꼭 필요한) 줌 활용을 알려줌 ","줌 유격대,고정욱,김원배,정병길,정은상,정종영 지음",비전비엔피,9788963221786,005.13,2021-04-08,http://image.kyobobook.co.kr/images/book/large/786/l9788963221786.jpg
3617,모두를 위한 PostgreSQL :누구나 이해할 수 있는 오픈소스 데이터베이스 개발 ,"정승호,박성호,한도형,홍수민 지음",BJ(비제이퍼블릭),9791165920449,005.754,2021-04-08,http://image.kyobobook.co.kr/images/book/large/449/l9791165920449.jpg
3618,PyTorch를 이용한 GAN 실제 ,"John Hany,Greg Walters 지음 ;차정원 옮김",홍릉,9791156008323,005.133,2021-04-08,http://image.kyobobook.co.kr/images/book/large/323/l9791156008323.jpg
3619,(AI 사고를 위한) 인공지능 교육 ,"한선관,류미영,김태령 지음",BM성안당,9788931556919,004.73,2021-04-08,http://image.kyobobook.co.kr/images/book/large/919/l9788931556919.jpg
3620,빅데이터연구 =Bigdata research :빅데이터로 학위논문 작성하기 ,"배정호,범은애 공저",정민사,9788958098676,005.76,2021-04-08,http://image.kyobobook.co.kr/images/book/large/676/l9788958098676.jpg
3621,UX 불변의 법칙 :사용성 좋은 디자인의 10가지 비밀 ,에릭 리스 지음 ;현호영 옮김,유엑스리뷰,9791188314690,004.78,2021-04-08,http://image.kyobobook.co.kr/images/book/large/690/l9791188314690.jpg
3622,(데이터 과학 기반의) 파이썬 빅데이터 분석 ,이지영 지음,한빛아카데미,9791156645078,005.76,2021-04-08,http://image.kyobobook.co.kr/images/book/large/078/l9791156645078.jpg
3623,포토샵 CC 2021 =Photoshop CC ,지은이: 유윤자,아티오,9791190732260,005.565,2021-04-08,http://image.kyobobook.co.kr/images/book/large/260/l9791190732260.jpg
3624,수치해석을 위한 C++,연성모 지음,경문사,9791160734249,005.1,2021-04-02,http://image.kyobobook.co.kr/images/book/large/249/l9791160734249.jpg
3625,애프터 이펙트  CC 2021 무작정 따라하기:최신 기능을 수록한 가장 완벽한 입문서 ,신의철 지음,길벗,9791165214753,005.567,2021-04-02,http://image.kyobobook.co.kr/images/book/large/753/l9791165214753.jpg
3626,"BPF를 활용한 리눅스 시스템 트레이싱 :시스템의 가시성 확보와 성능 최적화, 트러블슈팅을 위한 ",정찬훈 지음,위키북스,9791158392420,005.44,2021-03-25,http://image.kyobobook.co.kr/images/book/large/420/l9791158392420.jpg
3627,"3시간에 배우는 인공지능 데이터분석, 오렌지 :문과 출신 비개발자 비즈니스맨을 위한 ",저자: 서울과학종합대학원 디지털혁신처,서울경제경영출판사,9791162820834,005.76,2021-03-25,http://image.kyobobook.co.kr/images/book/large/834/l9791162820834.jpg
3628,(쓱 하고 싹 배우는) 유튜브 & 영상 편집 ,김혜진 지음,대경사,9788993146325,004.59,2021-03-03,http://image.kyobobook.co.kr/images/book/large/325/l9788993146325.jpg
3629,컨테이너 보안,리즈 라이스,한빛미디어,9791162243923,004.6,2021-03-03,http://image.kyobobook.co.kr/images/book/large/923/l9791162243923.jpg
3630,게임 제작으로 배우는 유니티,이종원.정종필,한빛아카데미(교재),9791156645108,005.11,2021-03-03,http://image.kyobobook.co.kr/images/book/large/108/l9791156645108.jpg
3631,"앱 인벤터, 상상을 현실로 만드는 프로젝트 : 입문편",이준혁 지음,Youngjin.com(영진닷컴),9788931463323,005.11,2021-03-03,http://image.kyobobook.co.kr/images/book/large/323/l9788931463323.jpg
3632,코딩 테스트를 위한 자료 구조와 알고리즘 with C++,"존 캐리.셰리안 도시.파야스 라잔 지음, 황선규 옮김",길벗,9791165213794,005.133,2021-03-03,http://image.kyobobook.co.kr/images/book/large/794/l9791165213794.jpg
3633,쉽게 배우는 자바 프로그래밍,우종정 지음,한빛아카데미,9791156645146,005.133,2021-03-03,http://image.kyobobook.co.kr/images/book/large/146/l9791156645146.jpg
3634,클린 애자일,"로버트 C. 마틴 지음, 정지용 옮김",인사이트,9788966262861,005.1,2021-03-03,http://image.kyobobook.co.kr/images/book/large/861/l9788966262861.jpg
3635,된다! 맥북 & 아이맥 : 맥OS 빅서판,김기백 외 지음,이지스퍼블리싱,9791163032014,004.15,2021-03-03,http://image.kyobobook.co.kr/images/book/large/014/l9791163032014.jpg
3636,회사 실무에 힘을 주는 유니티 2020,장홍주 지음,정보문화사,9788956748597,005.11,2021-03-03,http://image.kyobobook.co.kr/images/book/large/597/l9788956748597.jpg
3637,HTML/CSS 입문 예제 중심,황재호 지음,인포앤북,9791196440930,005.118,2021-03-03,http://image.kyobobook.co.kr/images/book/large/930/l9791196440930.jpg
3638,처음 배우는 스위프트,"탠메이 박시 지음, 우정은 옮김",한빛미디어,9791162243725,005.58,2021-03-03,http://image.kyobobook.co.kr/images/book/large/725/l9791162243725.jpg
3639,포르잔 C++ 에센셜,"Behrouz A. Forouzan.Richard F. Gilberg 지음, 윤인성 옮김",한빛아카데미,9791156645061,005.133,2021-03-03,http://image.kyobobook.co.kr/images/book/large/061/l9791156645061.jpg
3640,코드업과 함께 하는 파이썬 & 문제 해결,배준호 외 지음,삼양미디어,9788958973874,005.133,2021-03-03,http://image.kyobobook.co.kr/images/book/large/874/l9788958973874.jpg
3641,디자인 협업,"오스틴 고벨라 지음, 송유미 옮김",에이콘,9791161754758,004.78,2021-03-03,http://image.kyobobook.co.kr/images/book/large/758/l9791161754758.jpg
3642,사용자를 유혹하는 UX의 기술,리브 당통 르페브르,유엑스리뷰,9791188314683,004.78,2021-03-03,http://image.kyobobook.co.kr/images/book/large/683/l9791188314683.jpg
3643,그림으로 이해하는 RPA의 구조,"니시무라 야스히로 지음, 김기태 옮김, 송철오 감수",성안당,9788931589962,005.1,2021-03-03,http://image.kyobobook.co.kr/images/book/large/962/l9788931589962.jpg
3644,그림으로 배우는 C++ Programming,"Mana Takahashi 지음, 서재원 옮김",Youngjin.com(영진닷컴),9788931463330,005.13,2021-03-03,http://image.kyobobook.co.kr/images/book/large/330/l9788931463330.jpg
3645,어른들을 위한 가장 쉬운 유튜브,전진수 지음,혜지원,9788983797230,005.567,2021-03-03,http://image.kyobobook.co.kr/images/book/large/230/l9788983797230.jpg
3646,IoT 비즈니스 전략,"티모시 추 지음, 이강주 옮김",길벗,9791165213855,004.58,2021-03-03,http://image.kyobobook.co.kr/images/book/large/855/l9791165213855.jpg
3647,파이썬 딥러닝 머신러닝 입문,오승환 지음,정보문화사,9788956749006,004.73,2021-03-03,http://image.kyobobook.co.kr/images/book/large/006/l9788956749006.jpg
3648,정보보호 및 개인정보보호 관리체계 개론,장상수 지음,생능출판사,9788970504704,004.6,2021-03-03,http://image.kyobobook.co.kr/images/book/large/704/l9788970504704.jpg
3649,인공지능 완전정복,정종기 지음,형설출판사,9788947285261,004.73,2021-03-03,http://image.kyobobook.co.kr/images/book/large/261/l9788947285261.jpg
3650,된다 된다 줌 Zoom - 곁에 두고 바로 써먹는 온라인 강의 실전 가이드,이임복 (지은이),라이온북스,9788994643847,005.567,2021-02-26,http://image.kyobobook.co.kr/images/book/large/847/l9788994643847.jpg
3651,예제로 배우는 도커 2/e (100가지 노하우로 제대로 이해하는),이안 미엘.아이단 홉슨 세이어즈 지음|김용환,에이콘출판,9791161754734,005.1,2021-02-19,http://image.kyobobook.co.kr/images/book/large/734/l9791161754734.jpg
3652,금융 파이썬 쿡북 (금융 데이터 처리와 기술 분석부터 딥러닝 적용까지),에릭 르윈슨,에이콘출판,9791161750507,005.133,2021-02-19,http://image.kyobobook.co.kr/images/book/large/507/l9791161750507.jpg
3653,데이터베이스 인터널스 (분산 데이터베이스 시스템 심층 분석),알렉스 페트로프,에이콘출판,9791161754963,005.7534,2021-02-10,http://image.kyobobook.co.kr/images/book/large/963/l9791161754963.jpg
3654,된다! 7일 프리미어 프로 유튜브 영상 편집 (영상 편집 베스트 강좌에서 수백 명 수강생이 원하던 바로 그 예제!),김예지,이지스퍼블리싱,9791163032076,005.567,2021-02-10,http://image.kyobobook.co.kr/images/book/large/076/l9791163032076.jpg
3655,뭉작가의 아이패드로 누구나 쉽게 시작하는 드로잉 (프로크리에이트로 나만의 따뜻한 감성 일러스트 그리기),이은지,BJ Public(비제이퍼블릭),9791165920159,004.16,2021-02-10,http://image.kyobobook.co.kr/images/book/large/159/l9791165920159.jpg
3656,(Keypoint) 모바일 기기에서의 소프트웨어 저전력 기법 =Software low power techniques in mobile devices ,정성우 지음,메이킹북스,9791196872076,004.5782,2021-02-05,http://image.kyobobook.co.kr/images/book/large/076/l9791196872076.jpg
3657,포토샵&일러스트레이터 CC 2021 :무작정 따라하기 ,"민지영,문수민,앤미디어 지음",길벗,9791165214005,005.565,2021-01-29,http://image.kyobobook.co.kr/images/book/large/005/l9791165214005.jpg
3658,(조코디의 G Suite를 이용한) 재택근무 바; ,조코디 저,아이생각(디지털북스),9788960883550,004.76,2021-01-22,http://image.kyobobook.co.kr/images/book/large/550/l9788960883550.jpg
3659,누구나 파이썬 통계분석 ,타니아이 히로키 지음 ;권기태 옮김,한빛 아카데미,9791156644880,005.133,2021-01-15,http://image.kyobobook.co.kr/images/book/large/880/l9791156644880.jpg
3660,처음 배우는 애저 (Azure Portal로 배우는 애저 도입부터 활용까지),김도균,한빛미디어,9791162243695,005.74,2021-01-15,http://image.kyobobook.co.kr/images/book/large/695/l9791162243695.jpg
3661,데이터 사이언스 교과서,하시모토 히로시|마키노 코오지,성안당,9788931556810,005.133,2020-11-05,http://image.kyobobook.co.kr/images/book/large/810/l9788931556810.jpg
3662,"안준걸의 프리미엄 펜화 강의 - 취미, 웹툰, 만화가, 일러스트레이터, 아이패드 드로잉 교과서",안준걸 (지은이),황금부엉이,9788960305649,004.76,2020-10-30,http://image.kyobobook.co.kr/images/book/large/649/l9788960305649.jpg
3663,실전 대비 C 알고리즘 인터뷰 (코딩 인터뷰 대비 최적의 문제 해결법!),헤먼 자인,길벗,9791165212957,005.1,2020-10-22,http://image.kyobobook.co.kr/images/book/large/957/l9791165212957.jpg
3664,수수한 아이패드 드로잉,수수진,영진.com(영진닷컴),9788931463200,004.16,2020-10-22,http://image.kyobobook.co.kr/images/book/large/200/l9788931463200.jpg
3665,AI 사고를 위한 인공지능 랩,"한선관,홍수빈 등",성안당,9788931556728,004.73,2020-10-22,http://image.kyobobook.co.kr/images/book/large/728/l9788931556728.jpg
3666,AWS 공인 솔류션스 아키텍트 올인원 스터디 가이드,조이지트 배너지,에이콘출판,9791161754482,004.588,2020-10-22,http://image.kyobobook.co.kr/images/book/large/482/l9791161754482.jpg
3667,스타트업 ICDL 컴퓨팅 파이썬,박우창,Publs(퍼블스),9791196841409,005.133,2020-10-08,http://image.kyobobook.co.kr/images/book/large/409/l9791196841409.jpg
3668,실용 최적화 알고리즘 (줄리아로 이해하는 최적화 알고리즘 솔루션),마이켈 J. 코첸더퍼|팀 A. 윌러,에이콘출판,9791161754567,005.1,2020-10-06,http://image.kyobobook.co.kr/images/book/large/567/l9791161754567.jpg
3669,바닥부터 배우는 강화 학습 (강화 학습 기초에 대한 쉽고 정확한 개념 설명),노승은,영진.com(영진닷컴),9788931463170,004.73,2020-09-18,http://image.kyobobook.co.kr/images/book/large/170/l9788931463170.jpg
3670,"데이터 애널리틱스 (예제로 배우는 모델링 기법, 데이터 분석, 모델 구축 과정)",이재식,위키북스,9791158391737,005.76,2020-09-18,http://image.kyobobook.co.kr/images/book/large/737/l9791158391737.jpg
3671,"생명과학을 위한 딥러닝:생물학, 유전체학, 신약 개발에 적용하는 실무 딥러닝","바라스 람순다르, 피터 이스트먼, 패트릭 월터스, 비제이 판데;김태윤",에이콘출판,9791161754420,004.73,2020-09-17,http://image.kyobobook.co.kr/images/book/large/420/l9791161754420.jpg
3672,자기주도 C언어 프로그래밍 [제9판],김동규,복두출판사,9791159068294,005.13,2020-09-17,http://image.kyobobook.co.kr/images/book/large/294/l9791159068294.jpg
3673,오라클로 배우는 데이터베이스 개론과 실습,"박우창,남송휘,이현룡",한빛아카데미(교재),9791156645023,005.75,2020-09-17,http://image.kyobobook.co.kr/images/book/large/023/l9791156645023.jpg
